codigo_proceso,t2.procedimiento,t2.actividad,Código,Nombre de la Actividad
T051918,Personalizar la propuesta de valor para clientes personas e independientes,definir condición [act114] ,ACT114,Definir CondiciÃ³n
T051918,Personalizar la propuesta de valor para clientes personas e independientes,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T051918,Personalizar la propuesta de valor para clientes personas e independientes,monitorear alertas críticas [act218] ,ACT218,Monitorear Alertas
T051918,Personalizar la propuesta de valor para clientes personas e independientes,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T051923,Habilitar las estrategias de precio,generar documento de aceptación de condiciones ,CP1160,Generar documento
T051923,Habilitar las estrategias de precios,enviar comunicación/notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T051923,Habilitar las estrategias de precios,elaborar informes e indicadores cp030 ,CMP86,Elaborar Informe
T051923,Habilitar las estrategias de precios,elaborar informe cmp86 ,CMP86,Elaborar Informe
T051923,Habilitar las estrategias de precios,elaborar informes e indicadores cp030 ,CP0030,Elaborar informes e indicadores.
T051923,Habilitar las estrategias de precios,exponer valor a cobrar cp391 ,CP0391,Exponer valor a cobrar
T051923,Habilitar las estrategias de precios,aplicar reglas de negocio en compras y facturas ,CP0506,Aplicar reglas de negocio
T051923,Habilitar las estrategias de precios,generar documento de aceptación de condiciones ,CP1160,Generar documento
T051923,Habilitar las estrategias de precios,consultar información act003 ,ACT003,Consultar InformaciÃ³n
T051923,Habilitar las estrategias de precios,actualizar registro [act011] ,ACT011,Actualizar Registro
T051923,Habilitar las estrategias de precios,archivar documento [act032] ,ACT032,Archivar Documento
T051923,Habilitar las estrategias de precios,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T051923,Habilitar las estrategias de precios,consolidar información act098 ,ACT098,Consolidar InformaciÃ³n
T051923,Habilitar las estrategias de precios,consultar transacción [act104] ,ACT104,Consultar TransacciÃ³n
T051923,Habilitar las estrategias de precios,diligenciar formulario [act132] ,ACT132,Diligenciar Formulario
T051923,Habilitar las estrategias de precios,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T051923,Habilitar las estrategias de precios,estructurar información [act165] ,ACT165,Estructurar InformaciÃ³n
T051923,Habilitar las estrategias de precios,gestionar inconsistencias encontradas ,ACT191,Gestionar Inconsistencias
T051923,Habilitar las estrategias de precios,gestionar inconsistencias act191 ,ACT191,Gestionar Inconsistencias
T051923,Habilitar las estrategias de precios,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T051923,Habilitar las estrategias de precios,informar resultados ,ACT209,Informar Resultado
T051923,Habilitar las estrategias de precios,informar resultado act209 ,ACT209,Informar Resultado
T051923,Habilitar las estrategias de precios,informar resultado [act209] ,ACT209,Informar Resultado
T051923,Habilitar las estrategias de precios,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T051923,Habilitar las estrategias de precios,realizar simulación [act262] ,ACT262,Realizar SimulaciÃ³n
T051923,Habilitar las estrategias de precios,reportar error [act285] ,ACT285,Registrar Incidente
T051923,Habilitar las estrategias de precios,solicitar autorización [act311] ,ACT311,Solicitar AutorizaciÃ³n
T051923,Habilitar las estrategias de precios,solicitar firma [act317] ,ACT317,Solicitar Firma
T051924,Gestionar el uso del servicio de Ecosistemas,enviar comunicación/notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T051924,Gestionar el uso del servicio de Ecosistemas,realizar firma [cmt78] ,CMT78,Firmar Documento Digital
T051924,Gestionar el uso del servicio de Ecosistemas,finalizar operación [act086] ,ACT086,Finalizar OperaciÃ³n
T051924,Gestionar el uso del servicio de Ecosistemas,consultar transacción [act104] ,ACT104,Consultar TransacciÃ³n
T051924,Gestionar el uso del servicio de Ecosistemas,desembolsar crédito [act123] ,ACT123,Desembolsar CrÃ©dito
T051924,Gestionar el uso del servicio de Ecosistemas,diligenciar formulario [act132] ,ACT132,Diligenciar Formulario
T051924,Gestionar el uso del servicio de Ecosistemas,identificar cliente potencial [act200] ,ACT200,Identificar Cliente Potencial
T051924,Gestionar el uso del servicio de Ecosistemas,informar resultado [act209] ,ACT209,Informar Resultado
T051924,Gestionar el uso del servicio de Ecosistemas,monitorear operaciones [act220] ,ACT220,Monitorear Operaciones
T051924,Gestionar el uso del servicio de Ecosistemas,procesar pago [act237] ,ACT237,Procesar Pago
T051924,Gestionar el uso del servicio de Ecosistemas,realizar contacto comercial [act253] ,ACT253,Realizar Contacto Comercial
T051924,Gestionar el uso del servicio de Ecosistemas,validar solicitud [act348] ,ACT348,Validar Solicitud
T070203,Administrar Ventas Digitales,monitorear experiencias ,CP1023,Monitorear experiencia
T070203,Administrar Ventas Digitales,gestionar alerta [act181] ,ACT181,Atender Alerta
T070203,Administrar Ventas Digitales,implementar solución [act204] ,ACT204,Implementar SoluciÃ³n
T070203,Administrar Ventas Digitales,registrar alerta [act210] ,ACT210,Registrar Alerta
T070203,Administrar Ventas Digitales,restablecer operación normal [act375] ,ACT375,Restablecer OperaciÃ³n Normal
T070203,Enviar información F416 Preaprobados digital consumo desembolsados,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T070203,Enviar información F416 Preaprobados digital consumo desembolsados,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T070203,Gestionar información de las experiencias digitales,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T070203,Gestionar información de las experiencias digitales,consolidar información [act098] ,ACT098,Consolidar InformaciÃ³n
T070203,Gestionar información de las experiencias digitales,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T070203,Gestionar información de las experiencias digitales,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T070203,Monitorear Experiencias,activar contingencia ,ACT363,Activar Contingencia
T070204,Atender interrupciones programadas en los canales y servicios,asignar responsable [act039] ,ACT039,Asignar Responsable
T070204,Atender interrupciones programadas en los canales y servicios,evaluar impacto [act167] ,ACT167,Evaluar Impacto
T070204,Atender interrupciones programadas en los canales y servicios,informar resultado [act209] ,ACT209,Informar Resultado
T070204,Atender interrupciones programadas en los canales y servicios,registrar evento [act274] ,ACT274,Registrar Evento
T070204,Atender interrupciones programadas en los canales y servicios,validar solicitud [act348] ,ACT348,Validar Solicitud
T070204,Atender interrupciones programadas en los canales y servicios,activar contingencia [act363] ,ACT363,Activar Contingencia
T070206,Atender novedades del Banco para canales virtuales empresas,finalizar operación [act086] ,ACT086,Finalizar OperaciÃ³n
T070206,Atender novedades del Banco para canales virtuales empresas,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T070206,Atender novedades del Banco para canales virtuales empresas,reportar error [act285] ,ACT285,Registrar Incidente
T070206,Atender novedades del Banco para canales virtuales empresas,solicitar soporte [act320] ,ACT320,Solicitar Soporte
T070208,Atender Novedades del Cliente para Canales Digitales,archivar documento [act032] ,ACT032,Archivar Documento
T070208,Atender Novedades del Cliente para Canales Digitales,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T070208,Atender Novedades del Cliente para Canales Digitales,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T070208,Atender Novedades del Cliente para Canales Digitales,informar resultado [act209] ,ACT209,Informar Resultado
T070208,Atender Novedades del Cliente para Canales Digitales,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T070211,Gestionar ingresos y procesos contables del canal,certificar cuentas de canales ,CP0469,Certificar cuenta
T070211,Gestionar ingresos y procesos contables del canal,actualizar condiciones [act005] ,ACT005,Actualizar CondiciÃ³n
T070211,Gestionar ingresos y procesos contables del canal,ejecutar bloqueo [act134] ,ACT134,Ejecutar Bloqueo
T070211,Gestionar ingresos y procesos contables del canal,identificar inconsistencias [act202] ,ACT202,Identificar Inconsistencia
T070211,Gestionar ingresos y procesos contables del canal,liquidar obligación [act213] ,ACT213,Liquidar ObligaciÃ³n
T070211,Gestionar ingresos y procesos contables del canal,certificar cuentas contables [act364] ,ACT364,Certificar Cuenta Contable
T070212,Diagrama 1,monitorear servicios corresponsales bancarios ,ACT222,Monitorear Servicio
T070212,Monitorear operación digital,c006 monitorear experiencias digitales ,CP1023,Monitorear experiencia
T070212,Monitorear servicios sucursales,gestionar alertas fuerade linea ,CP0191,Gestionar alertas
T070212,Realizar monitoreo a canales,monitorear servicios corresponsales bancarios ,ACT222,Monitorear Servicio
T070214,Gestionar Novedades para las experiencias de Ventas digitales,actualizar registro [act011] ,ACT011,Actualizar Registro
T070214,Gestionar Novedades para las experiencias de Ventas digitales,gestionar reclamo [act193] ,ACT193,Atender Reclamo
T070214,Gestionar Novedades para las experiencias de Ventas digitales,procesar solicitud analítica ,ACT238,Procesar Solicitud
T070214,Gestionar Novedades para las experiencias de Ventas digitales,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T070214,Gestionar Novedades para las experiencias de Ventas digitales,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T070214,Gestionar Novedades para las experiencias de Ventas digitales,c007 - validar solicitud analítica ,ACT348,Validar Solicitud
T070214,Gestionar venta y rescate de clientes con equipos comerciales,enviar comunicación/notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T070214,Gestionar venta y rescate de clientes con equipos comerciales,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T070214,Gestionar venta y rescate de clientes con equipos comerciales,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T070214,Gestionar venta y rescate de clientes con equipos comerciales,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T070214,Gestionar venta y rescate de clientes con equipos comerciales,realizar contacto comercial [act253] ,ACT253,Realizar Contacto Comercial
T070214,Gestionar venta y rescate de clientes con equipos comerciales,reportar error [act285] ,ACT285,Registrar Incidente
T070214,Grabar Aumento de cupo TDC de ventas digitales,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T070214,Grabar Aumento de cupo TDC de ventas digitales,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T070214,Grabar Aumento de cupo TDC de ventas digitales,validar respuesta [act345] ,ACT345,Validar Respuesta
T070214,Grabar TDC de ventas digitales,enviar comunicación/ notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T070214,Grabar TDC de ventas digitales,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T070214,Grabar TDC de ventas digitales,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T070214,Grabar TDC de ventas digitales,validar respuesta [act345] ,ACT345,Validar Respuesta
T080006,Administrar Cupos ML,solicitar autorización act311 ,ACT311,Solicitar AutorizaciÃ³n
T080006,Administrar Cupos ML,validar documentación act331 ,ACT331,Validar Documento
T080006,Administrar liquidez de Grupo Cibest Subsidiarias y Subholdings,recibir información act266 ,ACT266,Recibir InformaciÃ³n
T080130,Procesar Información Financiera MK y CI,ajustar valor [act016] ,ACT016,Ajustar Valor
T080130,Procesar Información Financiera MK y CI,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T080130,Procesar Información Financiera MK y CI,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T080130,Procesar Información Financiera MK y CI,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T080130,Procesar Información Financiera MK y CI,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T080130,Procesar Información Financiera MK y CI,registrar evento [act274] ,ACT274,Registrar Evento
T080130,Procesar Información Financiera MK y CI,validar información [act341] ,ACT341,Validar InformaciÃ³n
T080130,Procesar información financiera MK Y CI,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T080148,Gestionar los recursos y la contabilidad de la Fundación Bancombia,validar y programar pagos ,ACT242,Programar Pago
T080149,Calcular costo amortizado,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T080149,Calcular costo amortizado,gestionar errores y solicitar soporte ,ACT320,Solicitar Soporte
T080149,Calcular costo amortizado,solicitar soporte y reprocesar ,ACT320,Solicitar Soporte
T080149,Consolidar información para provisiones bajo pérdida esperada,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T080315,Generar Informes de Modelos de Rentabilidad,atender reclamos e inquietudes ,ACT193,Atender Reclamo
T080315,Generar Informes de Modelos de Rentabilidad,validar respuesta de reclamo ,ACT345,Validar Respuesta
T080505,Realizar Conciliacion Contable MK y CI,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T080505,Realizar Conciliacion Contable MK y CI,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T080505,Realizar Conciliacion Contable MK y CI,identificar y gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T080505,Realizar Conciliacion Contable MK y CI,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T080505,Realizar Conciliacion Contable MK y CI,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T080505,Realizar Conciliacion Contable MK y CI,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T080505,Realizar Conciliacion Contable MK y CI,ejecutar ajuste contable [act372] ,ACT372,Ejecutar Ajuste Contable
T080506,Realizar Razonabilidad,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T080506,Realizar Razonabilidad,registrar evento [act274] ,ACT274,Registrar Evento
T080506,Realizar Razonabilidad,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T080506,Realizar Razonabilidad,reportar error [act285] ,ACT285,Registrar Incidente
T080506,Realizar Razonabilidad,validar información [act341] ,ACT341,Validar InformaciÃ³n
T080507,Realizar Arqueo de Títulos,archivar documento [act032] ,ACT032,Archivar Documento
T080507,Realizar Arqueo de Títulos,descargar reporte [act122] ,ACT122,Descargar Reporte
T080507,Realizar Arqueo de Títulos,informar resultado [act209] ,ACT209,Informar Resultado
T080507,Realizar Arqueo de Títulos,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T080507,Realizar Arqueo de Títulos,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T080507,Realizar Arqueo de Títulos,validar información [act341] ,ACT341,Validar InformaciÃ³n
T080507,Realizar Arqueo de Títulos,validar respuesta [act345] ,ACT345,Validar Respuesta
